	-0.41725817680151
caus	0.03464588033261451
&	-3.2695331745149208
000	-0.06968281315701554
1	4.227042281019206
10	-0.07610661500698314
100	-0.2459772302440376
12	-0.5694859174043868
13	-0.2443572872023942
15	0.14560553116916108
16	0.5480100338962384
2	2.797632899727187
20	-0.6181224026105223
24	0.47453002793340865
2x	0.31024264672400836
3	0.6943372952913267
30	-0.0828014048663424
3x	1.011101367100762
4	1.3441264066931344
40	-0.28402169448045467
4x	-0.07027040720813818
5	0.6330351018135361
50	-0.48559373839770825
6	0.1376633304746231
7	-0.8360794891180912
8	-0.1989167926004563
9	0.05690970527223257
aaah	0.11329158568459562
aah	1.065891312165008
aan	-0.15462070558978486
ab	0.20384221696693644
abandon	-4.265535901817809
aber	0.6115509913755361
abl	-0.6054915915161644
aboard	0.39664523304988164
abov	16.57757549773515
abr	-0.11544704262671726
absenc	-0.7792843181456356
absolut	-1.3766286289686733
absurd	-2.780531870438596
abus	-6.637647945880604
abyss	-5.040635435070734
acaba	-0.008166782910648089
acabar	-0.03476095967870828
accept	-4.3686976894999
accid	0.15559847134403296
accus	-2.0492294939871445
ace	0.08820764962210356
ach	-3.1155226502079336
achiev	-0.718092935733183
acid	-2.5751878499856153
across	-0.6771175416607319
act	-13.254827276020444
action	-1.4586868097262657
actor	-0.493218467897925
actual	0.0752009872902755
ad	1.7443689540116951
adam	-0.5342034754051022
add	1.1850867533797407
addict	-4.8527115461925
adentro	-0.006580880476038241
adesso	0.07963852908975946
adio	0.05026105352666765
adi�	-0.06785046375205256
admir	-0.31695966498895384
admit	-0.7979368959126706
ador	4.836655561979838
advanc	-0.3392161303473852
adventur	0.7585002755108384
advic	0.461343926817204
afar	1.8614652172585509
affair	1.6057832260309732
affect	0.9656516559506151
afford	-0.4118326114787923
afraid	-48.93048963605293
africa	0.19506966774818732
afternoon	1.6802829096843892
age	-7.221282834171255
ago	-2.133217065476476
agoni	-7.106365936925571
agora	-0.17723431972380999
agre	1.0898290164275963
agua	0.11988060672233815
ah	5.562020247806464
aha	0.4930154822787035
ahead	-2.958418595185047
ahh	1.5422462720227272
ahhh	0.4185149200125798
ahi	0.11025922278148799
ahora	-0.38360755017511705
ah�	-0.07521691431858366
ai	3.4347013400139903
aid	-0.6842038894624515
aim	-0.320511848339544
ain	0.21970690724316264
aina	0.3100128930907493
ainda	-0.26100710883343353
aint	-1.9424334487573605
air	-0.824947549047633
al	-0.6889174080866316
ala	0.06800458630423886
alarm	-0.887870465973372
album	1.8702992128961304
alcohol	-1.900685237423525
aldrig	0.3506779453025037
alegr	0.018219401143596665
alegria	-0.01047522618932055
alegr�a	0.04740466505821019
algo	-0.00918283870839629
alguien	-0.36978228328869633
alguna	-0.48362622391880483
algu�m	-0.41905026558542036
alg�n	0.09255501814882647
ali	-0.5309210118672739
alibi	-0.6889231198497098
alien	-4.58161194746239
aliv	-8.964469040133778
alla	0.7311926627797117
allah	-0.04875023079131406
alleen	-0.08474709326935698
allein	0.6827462254421844
alleluia	1.045645713013568
allen	0.237864123147873
aller	0.989639553373081
alley	-1.2817924829316172
allow	0.40354886668221607
allt	0.6797939258024872
alltid	0.5395017666145534
all�	-0.1407186901963064
alma	-1.0658379055076324
